row_num,Age,Gender,spotify_usage_period,spotify_listening_device,spotify_subscription_plan,premium_sub_willingness,preffered_premium_plan,preferred_listening_content,fav_music_genre,music_time_slot,music_Influencial_mood,music_lis_frequency,music_expl_method,music_recc_rating,pod_lis_frequency,fav_pod_genre,preffered_pod_format,pod_host_preference,preffered_pod_duration,pod_variety_satisfaction
433,20-35,Female,"More than 2 years",Smartphone,"Free (ad-supported)",No,None,Music,"Classical & melody, dance",Night,"Relaxation and stress relief","leisure time",Others,3,Never,None,Conversational,"Well known individuals",None,Ok
434,20-35,Female,"More than 2 years","Smartphone, Smart speakers or voice assistants, Wearable devices","Free (ad-supported)",No,None,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","While Traveling, Workout session, leisure time","recommendations, Playlists",5,Rarely,Comedy,"Story telling",Both,Shorter,Satisfied
435,20-35,Female,"More than 2 years",Smartphone,"Free (ad-supported)",Yes,"Family Plan-Rs 179/month",Music,Melody,Night,"Relaxation and stress relief","leisure time",Playlists,4,Rarely,"Lifestyle and Health",Educational,"unknown Podcasters",Shorter,Satisfied
436,20-35,Female,"More than 2 years",Smartphone,"Free (ad-supported)",No,"Student Plan-Rs 59/month",Music,Melody,Night,"Relaxation and stress relief","While Traveling","recommendations, Playlists",4,Rarely,"Lifestyle and Health",Interview,Both,Shorter,Ok
437,20-35,Female,"More than 2 years",Smartphone,"Free (ad-supported)",No,None,Music,Melody,Night,"Relaxation and stress relief, Sadness or melancholy","leisure time","recommendations, Playlists",4,Rarely,"Lifestyle and Health",Educational,Both,Both,Ok
438,20-35,Male,"More than 2 years",Smartphone,"Free (ad-supported)",No,"Family Plan-Rs 179/month",Music,classical,Night,"Relaxation and stress relief","Office hours, While Traveling",Playlists,4,Rarely,Comedy,Conversational,None,Shorter,Ok
439,20-35,Male,"More than 2 years","Smartphone, Computer or laptop","Free (ad-supported)",Yes,"Student Plan-Rs 59/month",Music,classical,Night,"Relaxation and stress relief, Sadness or melancholy","leisure time",Others,4,Never,None,None,None,None,"Very Satisfied"
440,20-35,Female,"More than 2 years",Smartphone,"Free (ad-supported)",No,"Student Plan-Rs 59/month",Music,Melody,Night,"Relaxation and stress relief","While Traveling, Workout session, leisure time",Playlists,4,Never,None,Conversational,None,Shorter,Ok
441,20-35,Female,"1 year to 2 years","Smartphone, Computer or laptop","Premium (paid subscription)",Yes,"Individual Plan- Rs 119/ month",Music,Pop,Night,"Relaxation and stress relief, Sadness or melancholy","While Traveling, Workout session, leisure time",recommendations,4,Rarely,"Lifestyle and Health","Story telling",Both,Both,Satisfied
442,20-35,Female,"1 year to 2 years",Smartphone,"Free (ad-supported)",No,None,Music,Melody,Morning,"Relaxation and stress relief","leisure time",recommendations,3,Rarely,"Health and Fitness",Educational,Both,Shorter,Satisfied
443,20-35,Female,"Less than 6 months",Smartphone,"Free (ad-supported)",No,None,Music,Melody,Night,"Social gatherings or parties","leisure time",recommendations,5,"Several times a week","Lifestyle and Health",Conversational,Both,Longer,Satisfied
444,20-35,Female,"Less than 6 months",Smartphone,"Free (ad-supported)",Yes,"Individual Plan- Rs 119/ month",Music,Melody,Afternoon,"Relaxation and stress relief, Uplifting and motivational","While Traveling, leisure time","Playlists, Radio",4,Rarely,Comedy,"Story telling","Well known individuals",Shorter,Satisfied
445,20-35,Female,"More than 2 years",Smartphone,"Free (ad-supported)",No,None,Music,Melody,Night,"Relaxation and stress relief","Office hours, While Traveling, Workout session",recommendations,4,Never,None,None,None,None,Ok
446,20-35,Female,"More than 2 years",Smartphone,"Free (ad-supported)",No,None,Music,Melody,Afternoon,"Relaxation and stress relief, Uplifting and motivational","While Traveling, leisure time",Playlists,3,"Several times a week","Lifestyle and Health","Story telling",Both,Both,Satisfied
447,20-35,Female,"1 year to 2 years","Computer or laptop","Free (ad-supported)",Yes,"Family Plan-Rs 179/month",Podcast,Rap,Afternoon,"Uplifting and motivational","While Traveling",Radio,4,"Several times a week","Lifestyle and Health","Story telling",Both,Longer,Satisfied
448,20-35,Female,"1 year to 2 years","Smart speakers or voice assistants","Premium (paid subscription)",Yes,"Individual Plan- Rs 119/ month",Podcast,Rap,Afternoon,"Sadness or melancholy","While Traveling",Radio,2,"Once a week","Health and Fitness",Interview,Both,Longer,"Very Satisfied"
449,20-35,Others,"1 year to 2 years","Smart speakers or voice assistants","Free (ad-supported)",No,"Duo plan- Rs 149/month",Podcast,Rap,Afternoon,"Sadness or melancholy","While Traveling",Radio,2,"Once a week","Health and Fitness",Interview,Both,Longer,Ok
450,20-35,Female,"More than 2 years","Computer or laptop","Free (ad-supported)",Yes,"Individual Plan- Rs 119/ month",Music,classical,Afternoon,"Sadness or melancholy","While Traveling",Radio,3,"Once a week",Sports,Interview,"Well known individuals",Longer,Ok
451,20-35,Female,"6 months to 1 year","Smart speakers or voice assistants","Free (ad-supported)",Yes,"Family Plan-Rs 179/month",Podcast,Rap,Morning,"Uplifting and motivational","While Traveling",Radio,2,Rarely,"Health and Fitness","Story telling","unknown Podcasters",Longer,Ok
452,20-35,Others,"6 months to 1 year","Smart speakers or voice assistants","Premium (paid subscription)",Yes,"Individual Plan- Rs 119/ month",Music,Rap,Night,"Uplifting and motivational","Study Hours",Playlists,3,Rarely,"Lifestyle and Health","Story telling",Both,Longer,"Very Satisfied"
453,20-35,Female,"1 year to 2 years","Wearable devices","Premium (paid subscription)",Yes,"Individual Plan- Rs 119/ month",Music,Electronic/Dance,Afternoon,"Sadness or melancholy","Workout session",Radio,3,Rarely,Sports,Conversational,Both,Both,Satisfied
454,20-35,Female,"1 year to 2 years",Smartphone,"Free (ad-supported)",No,None,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational","While Traveling, leisure time","recommendations, Playlists",3,"Several times a week",Comedy,Interview,Both,Shorter,Ok
455,20-35,Female,"Less than 6 months","Computer or laptop","Premium (paid subscription)",No,"Duo plan- Rs 149/month",Music,classical,Afternoon,"Uplifting and motivational","Workout session",Others,2,"Once a week",Sports,None,"unknown Podcasters",Both,Ok
456,20-35,Female,"6 months to 1 year","Smart speakers or voice assistants","Free (ad-supported)",No,"Duo plan- Rs 149/month",Podcast,classical,Morning,"Uplifting and motivational","Study Hours, leisure time","Playlists, Radio, Others",3,"Once a week","Lifestyle and Health",Interview,Both,Both,Ok
457,20-35,Male,"6 months to 1 year","Computer or laptop","Premium (paid subscription)",No,"Family Plan-Rs 179/month",Podcast,classical,Afternoon,"Uplifting and motivational","While Traveling",Radio,3,Rarely,"Health and Fitness","Story telling","unknown Podcasters",Both,Ok
458,20-35,Female,"1 year to 2 years","Smartphone, Smart speakers or voice assistants","Free (ad-supported)",No,"Family Plan-Rs 179/month",Podcast,Rap,Afternoon,"Sadness or melancholy","Study Hours, While Traveling",Playlists,3,Rarely,Sports,Conversational,Both,Both,Ok
459,20-35,Female,"1 year to 2 years","Smartphone, Computer or laptop","Free (ad-supported)",No,None,Music,Melody,Morning,"Relaxation and stress relief","Office hours",Playlists,3,Rarely,"Lifestyle and Health","Story telling","Well known individuals",Shorter,Ok
460,20-35,Others,"6 months to 1 year","Smart speakers or voice assistants","Free (ad-supported)",Yes,"Duo plan- Rs 149/month",Music,Rap,Afternoon,"Relaxation and stress relief, Sadness or melancholy","Study Hours, While Traveling, leisure time","recommendations, Radio, Others",3,"Once a week","Health and Fitness","Story telling","unknown Podcasters",Both,Ok
461,20-35,Female,"1 year to 2 years","Computer or laptop","Free (ad-supported)",Yes,"Duo plan- Rs 149/month",Podcast,classical,Night,"Uplifting and motivational, Sadness or melancholy","Study Hours, While Traveling, leisure time",Radio,3,Rarely,Sports,"Story telling","unknown Podcasters",Both,Satisfied
462,20-35,Female,"More than 2 years",Smartphone,"Free (ad-supported)",No,None,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","Office hours, While Traveling","recommendations, Others",1,Rarely,Comedy,"Story telling","Well known individuals",Shorter,Ok
463,20-35,Female,"More than 2 years",Smartphone,"Free (ad-supported)",Yes,None,Music,Pop,Morning,"Relaxation and stress relief","Office hours","recommendations, Playlists",5,Rarely,"Lifestyle and Health",Educational,"Well known individuals",Shorter,"Very Satisfied"
464,20-35,Female,"More than 2 years",Smartphone,"Free (ad-supported)",No,None,Music,Pop,Afternoon,"Relaxation and stress relief, Uplifting and motivational","Office hours, While Traveling, leisure time",Others,2,Never,None,None,None,None,"Very Dissatisfied"
465,20-35,Male,"6 months to 1 year","Smart speakers or voice assistants","Free (ad-supported)",No,"Duo plan- Rs 149/month",Music,Melody,Afternoon,"Relaxation and stress relief","While Traveling","Playlists, Radio",2,"Several times a week",Comedy,"Story telling",Both,Longer,Ok
466,20-35,Female,"1 year to 2 years","Smartphone, Smart speakers or voice assistants, Wearable devices","Free (ad-supported)",Yes,"Family Plan-Rs 179/month",Podcast,classical,Afternoon,"Relaxation and stress relief, Sadness or melancholy","Office hours, While Traveling, Workout session","recommendations, Radio, Others",4,"Several times a week","Lifestyle and Health","Story telling","unknown Podcasters",Both,Dissatisfied
467,20-35,Female,"1 year to 2 years",Smartphone,"Premium (paid subscription)",Yes,"Family Plan-Rs 179/month",Music,Melody,Afternoon,"Sadness or melancholy","leisure time",Others,3,Rarely,Sports,"Story telling",Both,Both,Ok
468,20-35,Female,"Less than 6 months",Smartphone,"Free (ad-supported)",Yes,"Individual Plan- Rs 119/ month",Music,Melody,Afternoon,"Relaxation and stress relief","While Traveling, leisure time","Playlists, Radio",1,Daily,Comedy,Educational,"Well known individuals",Longer,Satisfied
469,20-35,Female,"1 year to 2 years","Smart speakers or voice assistants","Free (ad-supported)",Yes,"Individual Plan- Rs 119/ month",Podcast,Rap,Afternoon,"Sadness or melancholy","leisure time",Playlists,4,Rarely,Comedy,"Story telling","unknown Podcasters",Longer,Satisfied
470,20-35,Male,"6 months to 1 year","Computer or laptop","Free (ad-supported)",Yes,"Individual Plan- Rs 119/ month",Podcast,classical,Afternoon,"Uplifting and motivational","Study Hours",recommendations,3,"Several times a week","Lifestyle and Health",Interview,"Well known individuals",Longer,Ok
471,20-35,Male,"1 year to 2 years","Smart speakers or voice assistants","Premium (paid subscription)",Yes,"Student Plan-Rs 59/month",Podcast,Rap,Afternoon,"Sadness or melancholy","While Traveling",Radio,4,Rarely,Sports,Conversational,Both,Both,Satisfied
472,20-35,Female,"6 months to 1 year","Computer or laptop","Free (ad-supported)",No,"Duo plan- Rs 149/month",Podcast,classical,Afternoon,"Sadness or melancholy","Study Hours, Workout session",Radio,3,"Several times a week","Health and Fitness","Story telling",Both,Shorter,Satisfied
473,20-35,Female,"6 months to 1 year","Computer or laptop","Free (ad-supported)",Yes,"Family Plan-Rs 179/month",Music,Rap,Afternoon,"Social gatherings or parties","While Traveling",Playlists,3,"Once a week","Lifestyle and Health",Conversational,Both,Longer,Satisfied
474,20-35,Female,"6 months to 1 year",Smartphone,"Premium (paid subscription)",Yes,"Duo plan- Rs 149/month",Podcast,Rap,Afternoon,"Uplifting and motivational","Office hours, While Traveling","recommendations, Playlists, Others",4,"Several times a week",Sports,"Story telling",Both,Longer,Satisfied
475,20-35,Female,"Less than 6 months",Smartphone,"Free (ad-supported)",No,None,Music,Melody,Night,"Social gatherings or parties","Social gatherings ",recommendations,4,Never,None,None,None,None,Ok
476,20-35,Female,"More than 2 years",Smartphone,"Free (ad-supported)",No,None,Music,Melody,Night,"Relaxation and stress relief","leisure time",recommendations,3,Never,None,None,None,None,Ok
477,20-35,Female,"1 year to 2 years",Smartphone,"Free (ad-supported)",Yes,"Individual Plan- Rs 119/ month",Music,Melody,Night,"Sadness or melancholy","While Traveling, leisure time",recommendations,4,Never,None,None,None,Shorter,Ok
478,20-35,Female,"1 year to 2 years",Smartphone,"Free (ad-supported)",No,None,Music,Melody,Night,"Relaxation and stress relief, Sadness or melancholy","While Traveling, leisure time","recommendations, Playlists",4,Never,None,None,None,None,Ok
479,20-35,Female,"1 year to 2 years","Wearable devices","Free (ad-supported)",Yes,"Duo plan- Rs 149/month",Podcast,classical,Morning,"Uplifting and motivational","Office hours, While Traveling","recommendations, Radio",3,Rarely,"Health and Fitness","Story telling",Both,Longer,Satisfied
480,20-35,Male,"Less than 6 months","Smart speakers or voice assistants","Premium (paid subscription)",Yes,"Duo plan- Rs 149/month",Music,classical,Morning,"Uplifting and motivational","Workout session",Playlists,4,Rarely,"Lifestyle and Health",Interview,"unknown Podcasters",Both,Satisfied
481,20-35,Female,"Less than 6 months","Computer or laptop","Free (ad-supported)",No,"Duo plan- Rs 149/month",Podcast,classical,Morning,"Uplifting and motivational","Office hours, Study Hours, While Traveling","Playlists, Radio",3,Rarely,"Health and Fitness",Conversational,"unknown Podcasters",Both,Ok
482,20-35,Male,"More than 2 years",Smartphone,"Free (ad-supported)",Yes,"Individual Plan- Rs 119/ month",Music,"Classical & melody, dance",Morning,"Relaxation and stress relief","Office hours",recommendations,5,Never,None,None,None,None,Ok
483,20-35,Female,"More than 2 years",Smartphone,"Free (ad-supported)",No,None,Music,Melody,Night,"Relaxation and stress relief, Sadness or melancholy","Study Hours, leisure time","recommendations, Others",4,Rarely,"Lifestyle and Health",Educational,"Well known individuals",Shorter,Ok
484,20-35,Male,"More than 2 years",Smartphone,"Premium (paid subscription)",Yes,"Individual Plan- Rs 119/ month",Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","Study Hours","recommendations, Playlists",5,Rarely,Comedy,"Story telling",Both,Longer,Satisfied
485,20-35,Female,"More than 2 years",Smartphone,"Free (ad-supported)",No,"Student Plan-Rs 59/month",Music,Melody,Night,"Relaxation and stress relief","Office hours",recommendations,4,Rarely,"Educational ",Educational,Both,Shorter,Satisfied
486,20-35,Female,"More than 2 years",Smartphone,"Free (ad-supported)",Yes,"Individual Plan- Rs 119/ month",Music,Melody,Night,"Relaxation and stress relief, Sadness or melancholy","While Traveling, Workout session","recommendations, Others",4,"Once a week","Stories ","Story telling",Both,Both,Satisfied
487,20-35,Female,"More than 2 years","Smartphone, Computer or laptop, Smart speakers or voice assistants","Free (ad-supported)",No,None,Music,Kpop,Night,"Relaxation and stress relief, Uplifting and motivational","Study Hours, While Traveling, leisure time","recommendations, Playlists, Others",4,Never,None,None,None,None,Ok
488,20-35,Female,"More than 2 years",Smartphone,"Free (ad-supported)",No,None,Music,Melody,Night,"Relaxation and stress relief","While Traveling","recommendations, Playlists",4,Rarely,None,Conversational,Both,Shorter,Satisfied
489,20-35,Female,"More than 2 years","Smartphone, Computer or laptop, Wearable devices","Free (ad-supported)",Yes,"Student Plan-Rs 59/month",Music,Pop,Morning,"Uplifting and motivational, Sadness or melancholy","While Traveling",recommendations,5,Rarely,"Lifestyle and Health",Conversational,Both,Shorter,Ok
490,20-35,Female,"More than 2 years","Smartphone, Computer or laptop","Free (ad-supported)",Yes,"Student Plan-Rs 59/month",Music,Pop,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","While Traveling, Workout session, leisure time",Others,2,Rarely,Comedy,"Story telling",Both,Shorter,Ok
491,20-35,Female,"More than 2 years",Smartphone,"Free (ad-supported)",No,"Student Plan-Rs 59/month",Music,Pop,Night,"Relaxation and stress relief","leisure time",recommendations,3,Never,None,"Story telling",Both,Shorter,Ok
492,20-35,Female,"6 months to 1 year",Smartphone,"Premium (paid subscription)",Yes,"Individual Plan- Rs 119/ month",Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational","Workout session, leisure time","recommendations, Others",2,"Several times a week",Comedy,Conversational,Both,Longer,Satisfied
493,20-35,Female,"More than 2 years","Smartphone, Computer or laptop","Premium (paid subscription)",Yes,"Student Plan-Rs 59/month",Music,Pop,Night,"Relaxation and stress relief, Sadness or melancholy","Office hours,Study Hours, While Traveling, leisure time","Playlists, Radio",3,Never,None,None,None,None,Ok
494,35-60,Male,"Less than 6 months",Smartphone,"Free (ad-supported)",No,None,Music,"Old songs",Night,"Relaxation and stress relief","leisure time",recommendations,1,Never,None,None,None,None,"Very Dissatisfied"
495,35-60,Female,"1 year to 2 years","Smart speakers or voice assistants","Free (ad-supported)",Yes,"Family Plan-Rs 179/month",Music,classical,Afternoon,"Uplifting and motivational","Study Hours, Workout session",Radio,2,Rarely,"Health and Fitness",Interview,"unknown Podcasters",Longer,Ok
496,35-60,Female,"1 year to 2 years","Computer or laptop, Smart speakers or voice assistants","Free (ad-supported)",No,"Family Plan-Rs 179/month",Music,classical,Morning,"Uplifting and motivational","While Traveling",Radio,3,"Once a week","Health and Fitness","Story telling","unknown Podcasters",Both,Ok
497,35-60,Female,"Less than 6 months","Smartphone, Computer or laptop","Premium (paid subscription)",No,"Duo plan- Rs 149/month",Podcast,Pop,Morning,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy","Study Hours, While Traveling, Workout session","recommendations, Playlists, Radio",2,"Once a week",Sports,Interview,"unknown Podcasters",Longer,Ok
498,35-60,Female,"More than 2 years",Smartphone,"Premium (paid subscription)",Yes,"Duo plan- Rs 149/month",Music,Melody,Night,"Relaxation and stress relief","leisure time",Playlists,5,Rarely,"Food and cooking",Educational,"Well known individuals",Shorter,Satisfied
499,35-60,Female,"6 months to 1 year","Smart speakers or voice assistants","Free (ad-supported)",No,"Duo plan- Rs 149/month",Music,Rap,Afternoon,"Sadness or melancholy","While Traveling",Others,3,"Once a week","Health and Fitness",Conversational,Both,Both,Dissatisfied
500,35-60,Female,"6 months to 1 year","Computer or laptop","Free (ad-supported)",Yes,"Individual Plan- Rs 119/ month",Podcast,Rap,Afternoon,"Sadness or melancholy","Study Hours, Workout session","Playlists, Radio",3,"Once a week",Sports,Interview,Both,Longer,Satisfied
501,35-60,Female,"6 months to 1 year","Smart speakers or voice assistants, Wearable devices","Free (ad-supported)",No,"Duo plan- Rs 149/month",Podcast,Melody,Afternoon,"Uplifting and motivational","While Traveling",Playlists,2,"Several times a week","Health and Fitness",Interview,"unknown Podcasters",Longer,Satisfied
502,35-60,Female,"1 year to 2 years",Smartphone,"Free (ad-supported)",No,None,Music,Melody,Morning,"Relaxation and stress relief","leisure time",Playlists,5,Rarely,Comedy,Interview,"Well known individuals",Shorter,Ok
503,35-60,Female,"Less than 6 months",Smartphone,"Free (ad-supported)",No,None,Podcast,classical,Night,"Relaxation and stress relief","leisure time",recommendations,4,"Several times a week","Lifestyle and Health",Conversational,"Well known individuals",Shorter,Satisfied
504,35-60,Female,"6 months to 1 year","Computer or laptop","Premium (paid subscription)",No,"Family Plan-Rs 179/month",Podcast,Melody,Morning,"Uplifting and motivational","Workout session",Radio,4,Rarely,"Lifestyle and Health",Interview,"Well known individuals",Both,Ok
505,35-60,Male,"6 months to 1 year",Smartphone,"Free (ad-supported)",No,None,Music,Melody,Night,"Uplifting and motivational","While Traveling",Playlists,4,Rarely,Comedy,"Story telling",Both,Shorter,Satisfied
506,35-60,Others,"More than 2 years","Smart speakers or voice assistants","Free (ad-supported)",No,None,Podcast,classical,Morning,"Uplifting and motivational","While Traveling",recommendations,4,"Once a week","Lifestyle and Health","Story telling","unknown Podcasters",Shorter,Satisfied
507,35-60,Male,"More than 2 years",Smartphone,"Free (ad-supported)",Yes,"Individual Plan- Rs 119/ month",Music,Melody,Night,"Uplifting and motivational","While Traveling, Workout session, leisure time",Playlists,4,Never,None,None,None,None,Ok
508,35-60,Others,"6 months to 1 year","Smart speakers or voice assistants","Free (ad-supported)",Yes,"Student Plan-Rs 59/month",Podcast,Pop,Night,"Relaxation and stress relief","Study Hours, While Traveling",Playlists,4,"Once a week",Sports,Interview,None,Both,Satisfied
509,35-60,Female,"6 months to 1 year","Smart speakers or voice assistants","Premium (paid subscription)",No,None,Music,Melody,Night,"Social gatherings or parties","While Traveling",Others,2,"Once a week","Health and Fitness",Educational,"unknown Podcasters",Longer,Ok
510,35-60,Male,"6 months to 1 year",Smartphone,"Free (ad-supported)",No,"Individual Plan- Rs 119/ month",Music,Melody,Night,"Relaxation and stress relief","While Traveling",Radio,5,Rarely,Comedy,Educational,"Well known individuals",Shorter,"Very Satisfied"
511,35-60,Male,"Less than 6 months",Smartphone,"Free (ad-supported)",No,None,Podcast,classical,Night,"Relaxation and stress relief","leisure time",recommendations,4,Daily,Comedy,Conversational,"Well known individuals",Shorter,Satisfied
512,35-60,Female,"1 year to 2 years","Smart speakers or voice assistants","Premium (paid subscription)",Yes,"Duo plan- Rs 149/month",Podcast,Rap,Afternoon,"Uplifting and motivational","While Traveling",Others,3,"Once a week","Health and Fitness",Interview,"unknown Podcasters",Longer,Satisfied
513,35-60,Others,"More than 2 years","Wearable devices","Premium (paid subscription)",Yes,"Family Plan-Rs 179/month",Music,Electronic/Dance,Morning,"Uplifting and motivational","Study Hours, Workout session","Playlists, Radio, Others",2,Rarely,"Health and Fitness","Story telling",Both,Longer,Satisfied
514,35-60,Male,"6 months to 1 year","Computer or laptop","Free (ad-supported)",No,None,Podcast,Melody,Morning,"Sadness or melancholy","Workout session",Radio,3,"Once a week","Health and Fitness",Interview,"unknown Podcasters",Both,Dissatisfied
515,35-60,Male,"1 year to 2 years","Computer or laptop","Free (ad-supported)",Yes,"Individual Plan- Rs 119/ month",Podcast,Pop,Afternoon,"Social gatherings or parties","Workout session",Radio,5,"Once a week",Comedy,Educational,None,Shorter,Ok
516,35-60,Male,"1 year to 2 years","Smartphone, Smart speakers or voice assistants","Free (ad-supported)",Yes,"Student Plan-Rs 59/month",Podcast,Melody,Morning,"Sadness or melancholy","While Traveling, Workout session, leisure time","recommendations, Playlists",4,"Once a week","Food and cooking",Interview,Both,Shorter,Satisfied
517,6-12,Others,"1 year to 2 years","Computer or laptop","Premium (paid subscription)",No,"Duo plan- Rs 149/month",Podcast,classical,Afternoon,"Uplifting and motivational","Workout session",Playlists,4,Rarely,Sports,"Story telling","unknown Podcasters",Both,Ok
518,6-12,Female,"6 months to 1 year","Smart speakers or voice assistants","Premium (paid subscription)",Yes,"Duo plan- Rs 149/month",Podcast,classical,Morning,"Uplifting and motivational","Study Hours, While Traveling","Playlists, Radio",2,"Once a week","Lifestyle and Health",Interview,"Well known individuals",Both,Ok
519,6-12,Others,"More than 2 years","Computer or laptop","Free (ad-supported)",No,"Individual Plan- Rs 119/ month",Music,Rap,Morning,"Social gatherings or parties","Study Hours",Radio,3,"Several times a week",Sports,Conversational,"Well known individuals",Both,Satisfied
520,60+,Female,"1 year to 2 years",Smartphone,"Free (ad-supported)",No,"Duo plan- Rs 149/month",Music,Melody,Night,"Relaxation and stress relief","Office hours, While Traveling, leisure time","recommendations, Playlists",4,Rarely,Comedy,"Story telling",Both,Shorter,Satisfied
